Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Material_Footprint_Per_Capita,Continent,Hemisphere,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Footprint_kgCO2e,Carbon_Per_Capita_kgCO2e,Years_From_2018,Is_Pandemic_Year,Is_Post_Pandemic,Year_Trend,Country_Trend,Year_Cycle,Year_Cycle_Cos,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Waste_Efficiency,Economic_Intensity,Waste_Trend,Economic_Trend,Category_Waste_Share,Category_Economic_Share,Sustainability_Score,Country_Encoded,Food Category_Encoded,Continent_Encoded,Hemisphere_Encoded,ISO_Code,Correct_Waste_Per_Capita_kg,Correct_Carbon_Per_Capita_kgCO2e,Correct_Economic_Loss_Per_Capita_USD
India,2020,Fruits & Vegetables,1204.73,1259.67,135.47,495.6,39.25,5.23,Asia,Northern Hemisphere,0.0024308514931396,2.5417070217917677,1204730.0,0.0024308514931396,2,1,0,2,107.5,1269.2034320502764,1.0,2591.9880000000003,991.2,2541.7070217917676,2.430851493139629,1.0456035792252207,12745.400000000023,11940.32666666667,0.0010978711189725,0.0011357201184307,99.40551008878128,7,4,2,0,IND,0.002430851493139629,0.002430851493139629,2.5417070217917677
China,2020,Prepared Food,8043.25,9336.34,41.03,1208.62,69.47,21.96,Asia,Northern Hemisphere,0.0066549039400307,7.7247935662160145,8043250.0,0.0066549039400307,2,1,0,2,97.0,1269.2034320502764,1.0,26541.295199999997,2417.24,7724.793566216015,6.6549039400307795,1.160767102850216,8886.536666666669,9124.65,0.0072362603629015,0.0083181672188299,98.2958340917741,4,7,2,0,CHN,0.006654903940030779,0.006654903940030779,7.7247935662160145
South Korea,2022,Frozen Food,1035.72,984.88,37.01,1166.98,53.83,17.549999999999997,Asia,Unknown,0.0013458612277188,1.3580268354685952,1035720.0,0.0013458612277188,4,1,0,4,159.5,1270.4600691117123,0.3090169943750283,20480.498999999996,4667.92,843.9561946220158,0.8875216370460505,0.9509133742710384,10925.803333333328,11103.936666666666,0.0013109578403112,0.0012715052255162,99.79135135135137,15,3,2,2,KOR,0.0008875216370460505,0.0008875216370460505,0.8439561946220158
Argentina,2021,Grains & Cereals,9253.38,8607.67,48.57,569.01,59.89,15.81,America,Southern Hemisphere,0.0162622449517583,15.127449429711254,9253380.0,0.0162622449517583,3,1,0,3,130.5,1269.8317505809944,0.8090169943749828,8996.0481,1707.03,15127.449429711254,16.262244951758316,0.9302190118637732,14327.346666666672,14851.04333333334,0.0088156428678123,0.0081581666046787,96.2105407637827,0,5,1,1,ARG,0.016262244951758317,0.016262244951758317,15.127449429711254
South Africa,2024,Meat & Seafood,33622.66,37639.57,150.86,76.83,41.28,17.549999999999997,Africa,Unknown,0.4376241051672523,489.90719770922817,33622660.0,0.4376241051672523,6,0,1,6,226.5,1271.7167061731484,-0.8090169943750019,1348.3665,460.98,489907.19770922814,437.6241051672524,1.1194703215034143,22085.063333333335,23014.17,0.0347005303012546,0.0384162505454016,8.732625276584669,14,6,0,2,ZAF,0.43762410516725236,0.43762410516725236,489.90719770922817
Australia,2022,Prepared Food,31651.36,26405.59,67.6,884.79,65.7,17.549999999999997,Oceania,Unknown,0.0357727370336464,29.843906463680646,31651360.0,0.0357727370336464,4,1,0,4,144.0,1270.4600691117123,0.3090169943750283,15528.064499999997,3539.16,29843.90646368065,35.7727370336464,0.8342639937114866,26896.896666666667,26051.59,0.0395497811385414,0.0337292117161818,92.00742616892144,1,7,4,2,AUS,0.035772737033646404,0.035772737033646404,29.843906463680646
Saudi Arabia,2020,Frozen Food,17989.06,20475.61,195.8,400.75,39.98,30.03,Asia,Northern Hemisphere,0.0448884840923268,51.093225202744854,17989060.0,0.0448884840923268,2,1,0,2,92.5,1269.2034320502764,1.0,12034.5225,801.5,51093.225202744856,44.88848409232689,1.1382256771615638,34567.33000000001,36584.060000000005,0.0218506491913233,0.0247952713320503,88.60628970679976,13,3,2,0,SAU,0.04488848409232689,0.04488848409232689,51.093225202744854
Germany,2018,Meat & Seafood,18095.43,21226.57,166.18,1100.61,69.59,20.23,Europe,Northern Hemisphere,0.016441273475618,19.286186750983543,18095430.0,0.016441273475618,0,0,0,0,21.0,1267.9467949888406,0.3090169943749612,22265.3403,0.0,19286.186750983547,16.44127347561807,1.1730348491304157,20986.81666666668,22979.013333333332,0.0177564156344983,0.0211998945966269,95.76960303831513,6,6,3,0,DEU,0.016441273475618065,0.016441273475618065,19.286186750983546
India,2022,Bakery Items,22099.49,18873.66,175.5,1277.99,60.29,17.549999999999997,Asia,Unknown,0.0172923810045462,14.768237623142593,22099490.0,0.0172923810045462,4,1,0,4,176.5,1270.4600691117123,0.3090169943750283,22428.724499999997,5111.96,14768.237623142591,17.292381004546204,0.8540314731244929,14310.443333333358,12596.70666666667,0.02374222218813,0.0206952358246183,96.10224289704928,7,0,2,2,IND,0.017292381004546203,0.017292381004546203,14.768237623142591
Australia,2024,Bakery Items,48239.94,50223.97,158.2,1032.6,42.16,17.549999999999997,Oceania,Unknown,0.0467169668797211,48.63835948092195,48239940.0,0.0467169668797211,6,0,1,6,212.0,1271.7167061731484,-0.8090169943750019,18122.129999999994,6195.599999999999,48638.35948092195,46.7169668797211,1.0411283679042718,34813.176666666666,33185.850000000006,0.0561369727080411,0.0593820046856052,88.59578868874685,1,0,4,2,AUS,0.0467169668797211,0.0467169668797211,48.63835948092195
Australia,2019,Frozen Food,49902.88,53795.1,114.38,1286.43,57.74,46.82,Oceania,Southern Hemisphere,0.0387917570330293,41.81735500571349,49902880.0,0.0387917570330293,1,0,0,1,45.0,1268.5751135195585,0.8090169943749413,60230.6526,1286.43,41817.35500571348,38.791757033029384,1.0779958992346734,43264.72666666667,43474.886666666665,0.0527876104748396,0.0557525306518386,90.38741851480454,1,3,4,1,AUS,0.038791757033029395,0.038791757033029395,41.81735500571349
South Korea,2021,Prepared Food,13833.6,14947.19,193.72,762.08,67.73,22.01,Asia,Northern Hemisphere,0.0181524249422632,19.61367572958219,13833600.0,0.0181524249422632,3,1,0,3,126.0,1269.8317505809944,0.8090169943749828,16773.380800000003,2286.24,19613.675729582195,18.15242494226328,1.0804989301411057,8831.733333333324,9079.083333333334,0.015093849986077,0.0159354683888708,95.49729293512492,15,7,2,0,KOR,0.018152424942263278,0.018152424942263278,19.613675729582194
Italy,2020,Prepared Food,28246.37,27153.02,93.73,1265.16,62.57,11.85,Europe,Northern Hemisphere,0.0223263223623889,21.462123367795375,28246370.0,0.0223263223623889,2,1,0,2,76.0,1269.2034320502764,1.0,14992.146,2530.32,21462.12336779538,22.326322362388943,0.9612923713737376,22053.226666666666,22239.59666666666,0.0419166978942915,0.04113062183977,94.72810253248602,9,7,3,0,ITA,0.022326322362388948,0.022326322362388948,21.462123367795378
Australia,2023,Fruits & Vegetables,24162.4,19831.43,177.6,1092.63,39.72,17.549999999999997,Oceania,Unknown,0.022113981860282,18.150178926077444,24162400.0,0.022113981860282,5,0,1,5,178.0,1271.0883876424302,-0.3090169943748428,19175.656499999997,5463.150000000001,18150.17892607745,22.11398186028207,0.8207558024037347,40768.40666666667,41283.5,0.0230334394590241,0.0181356092579825,95.08902464695277,1,4,4,2,AUS,0.022113981860282073,0.022113981860282073,18.150178926077444
Russia,2020,Frozen Food,40155.35,47142.53,156.7,78.32,30.64,17.549999999999997,Europe,Unknown,0.5127087589376915,601.921986721144,40155350.0,0.5127087589376915,2,1,0,2,74.5,1269.2034320502764,1.0,1374.5159999999996,156.64,601921.986721144,512.7087589376915,1.1740037130793282,14984.079999999994,17366.34666666666,0.0448000343268694,0.0535868058586354,0.0,12,3,3,2,RUS,0.5127087589376915,0.5127087589376915,601.921986721144
UK,2018,Frozen Food,26004.03,25273.67,67.07,166.31,42.13,17.549999999999997,Europe,Unknown,0.1563587878059046,151.96722987192592,26004030.0,0.1563587878059046,0,0,0,0,15.0,1267.9467949888406,0.3090169943749612,2918.740499999999,0.0,151967.2298719259,156.35878780590463,0.9719135841636852,20952.63333333335,21842.43,0.039554005224761,0.0391362285890336,62.913046719980755,18,3,3,2,GBR,0.15635878780590465,0.15635878780590465,151.96722987192592
Russia,2024,Frozen Food,9049.12,7668.69,52.21,1111.26,47.61,17.549999999999997,Europe,Unknown,0.0081431168223458,6.900896279898493,9049120.0,0.0081431168223458,6,0,1,6,219.0,1271.7167061731484,-0.8090169943750019,19502.613,6667.5599999999995,6900.896279898493,8.143116822345807,0.8474514648938238,17351.36333333333,19265.919999999995,0.0106253663172393,0.0090899552207077,98.16987401688174,12,3,3,2,RUS,0.008143116822345805,0.008143116822345805,6.900896279898493
Saudi Arabia,2024,Bakery Items,10519.94,11336.34,134.36,1201.63,66.7,17.549999999999997,Asia,Unknown,0.008754724832103,9.434135299551444,10519940.0,0.008754724832103,6,0,1,6,219.5,1271.7167061731484,-0.8090169943750019,21088.6065,7209.780000000001,9434.135299551444,8.75472483210306,1.0776050053517414,21811.493333333336,21206.450000000008,0.0103691124457312,0.0109918188065814,97.83092499355044,13,0,2,2,SAU,0.00875472483210306,0.00875472483210306,9.434135299551443
India,2020,Dairy Products,46663.86,45252.87,151.36,1020.74,35.07,5.23,Asia,Northern Hemisphere,0.0457157160491408,44.33339537982248,46663860.0,0.0457157160491408,2,1,0,2,107.5,1269.2034320502764,1.0,5338.470200000001,2041.48,44333.39537982248,45.715716049140816,0.9697626814412696,23322.69333333336,21795.4,0.0425248015686325,0.0408000467390117,89.16646021513803,7,2,2,0,IND,0.04571571604914082,0.04571571604914082,44.333395379822484
Canada,2021,Frozen Food,16288.16,18370.07,186.26,1369.24,50.17,35.05,America,Northern Hemisphere,0.0118957669948292,13.416252811778795,16288160.0,0.0118957669948292,3,1,0,3,130.0,1269.8317505809944,0.8090169943749828,47991.861999999994,4107.72,13416.252811778795,11.895766994829248,1.1278173839156789,22621.97666666666,22511.50000000001,0.0134729005582075,0.0152639680500524,96.992967339546,3,3,1,0,CAN,0.011895766994829249,0.011895766994829249,13.416252811778797
Canada,2020,Dairy Products,47786.37,40743.03,72.82,510.3,49.68,35.05,America,Northern Hemisphere,0.0936436801881246,79.84132863021752,47786370.0,0.0936436801881246,2,1,0,2,90.5,1269.2034320502764,1.0,17886.015,1020.6,79841.32863021751,93.64368018812463,0.8526077624226321,33821.533333333326,32033.356666666677,0.0528825585141986,0.0448901707136358,78.9057519106408,3,2,1,0,CAN,0.09364368018812463,0.09364368018812463,79.84132863021752
China,2024,Prepared Food,34744.9,30622.04,98.46,546.3,34.22,17.549999999999997,Asia,Unknown,0.0636004027091341,56.05352370492403,34744900.0,0.0636004027091341,6,0,1,6,244.0,1271.7167061731484,-0.8090169943750019,9587.564999999997,3277.7999999999997,56053.52370492404,63.60040270913419,0.8813391317862478,19444.153333333335,18169.756666666664,0.0361855566525756,0.031340462114111,85.4905912502288,4,7,2,2,CHN,0.06360040270913418,0.06360040270913418,56.05352370492403
France,2024,Dairy Products,19279.87,20683.87,107.37,164.65,53.62,17.549999999999997,Europe,Unknown,0.1170960825994533,125.6232614637109,19279870.0,0.1170960825994533,6,0,1,6,223.0,1271.7167061731484,-0.8090169943750019,2889.6074999999996,987.9,125623.26146371088,117.09608259945338,1.072822067783652,17711.45999999999,19664.12666666667,0.0264424650528854,0.0281319401180335,71.04422228970544,5,2,3,2,FRA,0.11709608259945338,0.11709608259945338,125.6232614637109
China,2021,Beverages,31951.48,36597.78,79.03,1359.78,43.85,21.96,Asia,Northern Hemisphere,0.0234975363661768,26.914486166879936,31951480.0,0.0234975363661768,3,1,0,3,144.0,1269.8317505809944,0.8090169943749828,29860.7688,4079.34,26914.486166879935,23.49753636617688,1.1454173640782837,24913.210000000006,25518.72,0.0302761269024726,0.0338917109153959,94.01889629204724,4,1,2,0,CHN,0.02349753636617688,0.02349753636617688,26.914486166879936
China,2022,Fruits & Vegetables,32986.36,34639.82,60.94,873.46,54.73,17.549999999999997,Asia,Unknown,0.0377651638312,39.65816408307192,32986360.0,0.0377651638312,4,1,0,4,181.5,1270.4600691117123,0.3090169943750283,15329.222999999998,3493.84,39658.16408307192,37.765163831200056,1.0501255670525635,33227.58000000001,33953.21333333333,0.0477828110825361,0.0479220634893998,90.7470606553248,4,4,2,2,CHN,0.03776516383120006,0.03776516383120006,39.658164083071924
Mexico,2019,Grains & Cereals,20510.13,17424.62,100.61,176.55,66.27,10.85,America,Northern Hemisphere,0.116171792693288,98.6951005380912,20510130.0,0.116171792693288,1,0,0,1,53.5,1268.5751135195585,0.8090169943749413,1915.5675,176.55,98695.10053809118,116.171792693288,0.8495616556306566,28974.069999999992,27270.116666666672,0.026468155126822,0.0228164827456554,73.86643896913056,11,5,1,0,MEX,0.11617179269328802,0.11617179269328802,98.6951005380912
Australia,2022,Fruits & Vegetables,40051.48,39577.85,145.96,1369.91,40.42,17.549999999999997,Oceania,Unknown,0.0292365775853888,28.890839544203633,40051480.0,0.0292365775853888,4,1,0,4,144.0,1270.4600691117123,0.3090169943750283,24041.920499999997,5479.64,28890.83954420363,29.236577585388822,0.9881744694578076,38038.920000000006,37734.793333333335,0.0500461044414732,0.0505548136557936,93.0177951836252,1,4,4,2,AUS,0.02923657758538882,0.02923657758538882,28.890839544203633
South Korea,2022,Frozen Food,40755.53,45348.62,123.59,271.65,56.39,17.549999999999997,Asia,Unknown,0.1500295600957114,166.93767715810785,40755530.0,0.1500295600957114,4,1,0,4,159.5,1270.4600691117123,0.3090169943750283,4767.457499999999,1086.6,166937.67715810786,150.0295600957114,1.1126985712122994,18541.616666666658,20426.896666666667,0.0515861251974863,0.0585462262407084,62.30209387078962,15,3,2,2,KOR,0.1500295600957114,0.1500295600957114,166.93767715810785
Japan,2021,Fruits & Vegetables,4995.36,4604.68,58.01,1197.3,67.01,18.18,Asia,Northern Hemisphere,0.0041721874216988,3.845886578134135,4995360.0,0.0041721874216988,3,1,0,3,135.5,1269.8317505809944,0.8090169943749828,21766.913999999997,3591.8999999999996,3845.886578134136,4.172187421698823,0.9217914224400244,19575.28666666668,20126.163333333338,0.005873281634857,0.0055557869454619,99.03130510314875,10,4,2,0,JPN,0.0041721874216988225,0.0041721874216988225,3.845886578134135
Argentina,2024,Bakery Items,39454.31,39951.72,104.91,1200.15,54.22,17.549999999999997,America,Unknown,0.0328744823563721,33.28893888263967,39454310.0,0.0328744823563721,6,0,1,6,223.0,1271.7167061731484,-0.8090169943750019,21062.6325,7200.900000000001,33288.93888263967,32.87448235637211,1.0126072411353793,22931.873333333337,24110.930000000008,0.0532478065885997,0.0527627332322762,92.06867858184393,0,0,1,2,ARG,0.03287448235637212,0.03287448235637212,33.28893888263967
Saudi Arabia,2018,Prepared Food,38507.89,40945.62,21.23,1350.85,68.57,28.79,Asia,Northern Hemisphere,0.0285064144797719,30.311004182551727,38507890.0,0.0285064144797719,0,0,0,0,19.0,1267.9467949888406,0.3090169943749612,38890.9715,0.0,30311.00418255173,28.506414479772,1.063304688987114,22338.963333333337,24252.523333333334,0.0408306423500771,0.0428448535221044,92.97800155457676,13,7,2,0,SAU,0.028506414479771994,0.028506414479771994,30.311004182551727
Germany,2022,Fruits & Vegetables,14359.43,15849.56,127.62,468.67,56.42,17.549999999999997,Europe,Unknown,0.0306386796679966,33.81816630038193,14359430.0,0.0306386796679966,4,1,0,4,191.5,1270.4600691117123,0.3090169943750283,8225.1585,1874.68,33818.166300381934,30.63867966799667,1.103773617755022,17302.35666666668,20089.596666666665,0.0199207571875169,0.0216003272220154,92.32876821644228,6,4,3,2,DEU,0.03063867966799667,0.03063867966799667,33.81816630038193
Turkey,2019,Bakery Items,13810.52,14005.96,93.6,651.87,30.71,17.49,Europe,Northern Hemisphere,0.021186003344225,21.485817724392906,13810520.0,0.021186003344225,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,11401.2063,651.87,21485.8177243929,21.186003344225075,1.0141515308619804,23195.080000000013,23488.313333333343,0.015127131689681,0.0148372060094733,94.8853777593692,17,0,3,0,TUR,0.021186003344225074,0.021186003344225074,21.485817724392902
Russia,2018,Grains & Cereals,7791.46,8600.1,39.49,206.86,59.93,17.549999999999997,Europe,Unknown,0.0376653775500338,41.574494827419514,7791460.0,0.0376653775500338,0,0,0,0,13.5,1267.9467949888406,0.3090169943749612,3630.393,0.0,41574.494827419505,37.66537755003384,1.1037854266081069,18998.64333333333,21137.106666666663,0.0128624655710812,0.0137587456009522,90.56939766025332,12,5,3,2,RUS,0.03766537755003384,0.03766537755003384,41.574494827419514
Indonesia,2024,Meat & Seafood,10487.16,10653.06,57.36,1054.81,43.74,17.549999999999997,Asia,Unknown,0.0099422265621296,10.099506072183615,10487160.0,0.0099422265621296,6,0,1,6,227.5,1271.7167061731484,-0.8090169943750019,18511.915499999996,6328.86,10099.506072183616,9.942226562129672,1.0158193447987824,12098.26,13287.679999999991,0.0123600001188012,0.0128333542262167,97.59813767408347,8,6,2,2,IDN,0.009942226562129673,0.009942226562129673,10.099506072183615
Argentina,2019,Fruits & Vegetables,21160.88,23556.19,101.92,575.84,43.37,15.81,America,Southern Hemisphere,0.0367478466240622,40.90752639622117,21160880.0,0.0367478466240622,1,0,0,1,54.5,1268.5751135195585,0.8090169943749413,9104.0304,575.84,40907.52639622117,36.74784662406224,1.1131951979312769,23289.523333333334,24038.526666666672,0.0189264960435295,0.0209748005333126,90.76454883300916,0,4,1,1,ARG,0.03674784662406224,0.03674784662406224,40.90752639622117
Saudi Arabia,2019,Beverages,20939.65,22387.48,157.21,555.88,35.03,30.03,Asia,Northern Hemisphere,0.037669371087285,40.27394401669425,20939650.0,0.037669371087285,1,0,0,1,56.0,1268.5751135195585,0.8090169943749413,16693.0764,555.88,40273.94401669425,37.66937108728503,1.0691429894960038,23322.493333333336,24889.81333333334,0.019474408548653,0.0212075960310409,90.69889364611066,13,1,2,0,SAU,0.03766937108728503,0.03766937108728503,40.27394401669425
USA,2024,Frozen Food,5223.14,5743.53,48.44,1135.58,54.71,17.549999999999997,America,Unknown,0.0045995350393631,5.057794254918192,5223140.0,0.0045995350393631,6,0,1,6,236.5,1271.7167061731484,-0.8090169943750019,19929.428999999996,6813.48,5057.794254918192,4.599535039363145,1.0996316392055352,21059.78333333332,20720.32666666665,0.005524173656327,0.0060879050742463,98.85028566899734,19,3,1,2,USA,0.004599535039363145,0.004599535039363145,5.057794254918192
Russia,2019,Fruits & Vegetables,35504.92,31774.81,146.69,200.15,38.31,17.549999999999997,Europe,Unknown,0.1773915563327504,158.75498376217837,35504920.0,0.1773915563327504,1,0,0,1,41.5,1268.5751135195585,0.8090169943749413,3512.6324999999997,200.15,158754.98376217837,177.3915563327504,0.8949410391573901,17448.499999999996,16014.533333333333,0.0496373515306142,0.045788129083841,59.28968373719711,12,4,3,2,RUS,0.17739155633275044,0.17739155633275044,158.75498376217837
Turkey,2020,Fruits & Vegetables,23158.51,22429.61,91.93,1278.88,42.91,17.49,Europe,Northern Hemisphere,0.0181084308144626,17.538478981608908,23158510.0,0.0181084308144626,2,1,0,2,91.0,1269.2034320502764,1.0,22367.6112,2557.76,17538.478981608907,18.10843081446265,0.968525608944617,17991.433333333345,17747.976666666673,0.0204748164331406,0.0205113621799551,95.71097178781432,17,4,3,0,TUR,0.018108430814462655,0.018108430814462655,17.538478981608908
Australia,2023,Bakery Items,42006.8,42368.02,33.38,636.92,36.29,17.549999999999997,Oceania,Unknown,0.0659530239276518,66.52015951767883,42006800.0,0.0659530239276518,5,0,1,5,178.0,1271.0883876424302,-0.3090169943748428,11177.945999999998,3184.6,66520.15951767884,65.95302392765183,1.0085990839578352,35406.89333333334,33925.76666666667,0.0400440802514376,0.0387450554878991,84.11456069836085,1,0,4,2,AUS,0.06595302392765183,0.06595302392765183,66.52015951767883
Saudi Arabia,2018,Fruits & Vegetables,43258.42,37950.98,56.35,1339.74,61.4,28.79,Asia,Northern Hemisphere,0.0322886679504978,28.327123173153,43258420.0,0.0322886679504978,0,0,0,0,19.0,1267.9467949888406,0.3090169943749612,38571.1146,0.0,28327.123173153,32.28866795049785,0.8773085101120199,34235.32,33761.36000000001,0.0458677189440767,0.0397113092711824,92.64687416961502,13,4,2,0,SAU,0.03228866795049786,0.03228866795049786,28.327123173153
Germany,2018,Grains & Cereals,35962.34,34399.03,160.46,371.69,69.78,20.23,Europe,Northern Hemisphere,0.0967535849767279,92.54763378083886,35962340.0,0.0967535849767279,0,0,0,0,21.0,1267.9467949888406,0.3090169943749612,7519.2887,0.0,92547.63378083886,96.75358497672792,0.9565292469844844,22805.733333333348,23825.05333333333,0.0352885925468002,0.0343558007829907,77.19973472517421,6,5,3,0,DEU,0.09675358497672792,0.09675358497672792,92.54763378083886
Canada,2021,Bakery Items,30280.23,31631.33,43.98,1197.03,63.62,35.05,America,Northern Hemisphere,0.0252961329289992,26.42484315347151,30280230.0,0.0252961329289992,3,1,0,3,130.0,1269.8317505809944,0.8090169943749828,41955.90149999999,3591.09,26424.84315347151,25.29613292899927,1.0446198724382214,31451.586666666655,30248.143333333344,0.0250465692668571,0.0262829488674058,93.81605707459296,3,0,1,0,CAN,0.025296132928999272,0.025296132928999272,26.42484315347151
Australia,2019,Bakery Items,45488.89,52569.21,126.53,1278.17,33.47,46.82,Oceania,Southern Hemisphere,0.0355890765704092,41.12849620942441,45488890.0,0.0355890765704092,1,0,0,1,45.0,1268.5751135195585,0.8090169943749413,59843.919400000006,1278.17,41128.4962094244,35.589076570409254,1.1556494344003558,42515.723333333335,44838.35999999999,0.0481184614245275,0.0544820344579328,90.90467965920026,1,0,4,1,AUS,0.03558907657040926,0.03558907657040926,41.12849620942441
South Korea,2020,Meat & Seafood,672.51,741.07,142.08,94.3,49.68,22.01,Asia,Northern Hemisphere,0.0071316012725344,7.85864262990456,672510.0,0.0071316012725344,2,1,0,2,90.0,1269.2034320502764,1.0,2075.543,188.6,7858.642629904561,7.131601272534464,1.1019464394581495,18420.546666666654,20345.626666666667,0.0009111106071287,0.0010217365570024,98.21571155885472,15,6,2,0,KOR,0.007131601272534464,0.007131601272534464,7.85864262990456
USA,2023,Prepared Food,10355.42,9724.63,182.31,38.82,32.02,17.549999999999997,America,Unknown,0.2667547655847501,250.50566718186505,10355420.0,0.2667547655847501,5,0,1,5,197.5,1271.0883876424302,-0.3090169943748428,681.2909999999999,194.1,250505.667181865,266.75476558475015,0.9390860052030724,18900.11999999999,17519.193333333318,0.0119765355932827,0.0110565072573354,37.60376609994848,19,7,1,2,USA,0.26675476558475014,0.26675476558475014,250.50566718186502
Germany,2021,Fruits & Vegetables,16837.17,14297.95,112.62,501.37,56.57,19.4,Europe,Northern Hemisphere,0.0335823244310589,28.51776133394499,16837170.0,0.0335823244310589,3,1,0,3,151.0,1269.8317505809944,0.8090169943749828,9726.578,1504.11,28517.761333944993,33.58232443105889,0.8491896203459371,22386.313333333343,21515.513333333332,0.0155737596500235,0.0136859569778552,92.44669844625724,6,4,3,0,DEU,0.0335823244310589,0.0335823244310589,28.51776133394499
France,2020,Prepared Food,46265.68,38294.97,148.31,1120.66,67.51,17.1,Europe,Northern Hemisphere,0.0412843146003248,34.17180054610676,46265680.0,0.0412843146003248,2,1,0,2,77.0,1269.2034320502764,1.0,19163.286000000004,2241.32,34171.80054610676,41.284314600324805,0.8277187323303149,26900.479999999992,25597.20333333334,0.0429772766830089,0.0359928456373963,90.80301590134384,5,7,3,0,FRA,0.041284314600324806,0.041284314600324806,34.17180054610676
USA,2019,Frozen Food,29303.89,31878.38,29.79,1115.4,39.89,17.549999999999997,America,Unknown,0.026272090729783,28.5802223417608,29303890.0,0.026272090729783,1,0,0,1,57.0,1268.5751135195585,0.8090169943749413,19575.269999999997,1115.4,28580.2223417608,26.27209072978303,1.0878548888901782,14960.816666666657,15782.179999999986,0.0312255153995572,0.0345763163733197,93.4638850636543,19,3,1,2,USA,0.026272090729783037,0.026272090729783037,28.580222341760802
South Africa,2018,Fruits & Vegetables,18642.51,16976.66,116.01,300.13,52.44,7.6,Africa,Southern Hemisphere,0.062114783593776,56.56435544597341,18642510.0,0.062114783593776,0,0,0,0,16.0,1267.9467949888406,0.3090169943749612,2280.988,0.0,56564.355445973415,62.114783593776025,0.9106423974024958,28096.603333333333,28469.02,0.0222594311699593,0.020458279211563,85.64749475227401,14,4,0,1,ZAF,0.06211478359377603,0.06211478359377603,56.56435544597341
UK,2024,Prepared Food,20177.39,19881.84,64.67,191.53,62.55,17.549999999999997,Europe,Unknown,0.1053484571607581,103.8053568631546,20177390.0,0.1053484571607581,6,0,1,6,226.5,1271.7167061731484,-0.8090169943750019,3361.3514999999993,1149.18,103805.3568631546,105.3484571607581,0.9853524167397272,22444.89333333335,22351.433333333334,0.0222413025891729,0.0222346176323457,74.87068031117839,18,7,3,2,GBR,0.10534845716075811,0.10534845716075811,103.8053568631546
Indonesia,2019,Beverages,4497.26,4340.2,58.48,1173.18,69.9,6.77,Asia,Southern Hemisphere,0.0038333930002216,3.699517550588997,4497260.0,0.0038333930002216,1,0,0,1,45.5,1268.5751135195585,0.8090169943749413,7942.4286,1173.18,3699.5175505889974,3.83339300022162,0.9650765132547372,12768.746666666666,13981.953333333324,0.0077371474949848,0.0074713530709581,99.09337322491008,8,1,2,1,IDN,0.00383339300022162,0.00383339300022162,3.6995175505889972
Mexico,2021,Bakery Items,26319.97,25169.7,112.48,425.19,52.89,10.85,America,Northern Hemisphere,0.061901667489828,59.19635927467721,26319970.0,0.061901667489828,3,1,0,3,110.0,1269.8317505809944,0.8090169943749828,4613.3115,1275.57,59196.359274677205,61.90166748982808,0.9562966827089848,29633.429999999993,28989.92000000001,0.0292363772794833,0.0276362472247584,85.41413062395635,11,0,1,0,MEX,0.061901667489828074,0.061901667489828074,59.19635927467721
Spain,2019,Dairy Products,6677.64,7070.94,69.98,932.08,35.69,13.48,Europe,Northern Hemisphere,0.0071642348296283,7.586194318084285,6677640.0,0.0071642348296283,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,12564.4384,932.08,7586.1943180842845,7.1642348296283584,1.0588980538034394,22118.163333333327,24570.48666666666,0.0067707769800274,0.0072480614576863,98.2383876920436,16,2,3,0,ESP,0.007164234829628358,0.007164234829628358,7.586194318084285
Turkey,2024,Bakery Items,14744.2,12073.93,162.52,414.5,57.27,17.549999999999997,Europe,Unknown,0.0355710494571773,29.128902291917974,14744200.0,0.0355710494571773,6,0,1,6,235.5,1271.7167061731484,-0.8090169943750019,7274.4749999999985,2487.0,29128.902291917973,35.571049457177324,0.8188935310155858,17237.743333333343,16169.83333333334,0.0140032385183976,0.0116411834406608,92.10716284680338,17,0,3,2,TUR,0.035571049457177324,0.035571049457177324,29.128902291917974
South Africa,2021,Dairy Products,3330.42,2790.97,147.03,33.53,36.54,7.55,Africa,Southern Hemisphere,0.0993265732180137,83.23799582463465,3330420.0,0.0993265732180137,3,1,0,3,121.0,1269.8317505809944,0.8090169943749828,253.1515,100.59,83237.99582463465,99.32657321801372,0.8380234324799875,18531.86333333333,19135.73333333333,0.0031324249035877,0.0025924142931748,77.77048016701463,14,2,0,1,ZAF,0.09932657321801372,0.09932657321801372,83.23799582463465
UK,2022,Dairy Products,22836.46,20920.04,64.96,820.66,47.49,17.549999999999997,Europe,Unknown,0.02782694416689,25.49172617161797,22836460.0,0.02782694416689,4,1,0,4,145.0,1270.4600691117123,0.3090169943750283,14402.582999999997,3282.64,25491.72617161797,27.826944166890065,0.9160806885130184,23005.96000000002,22025.183333333334,0.0202413928038458,0.0185788184840737,93.5550551994736,18,2,3,2,GBR,0.027826944166890064,0.027826944166890064,25.491726171617966
